label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.0016783001924579597,0.0034605364142626036,0.0017352573115783617,0.0021781211433023312,0.0014997697750345064,0.001884775424529079,0.0022915070699611843,0.0021691938958004024,0.0021750565278398437,0.0021783686711340376,0.0015012213961782535,0.0019000691885165042,0.00223786970903433,2.172152470427694e-06,0.0019565233836596253,0.0018561353805488364,0.0016819756957388156,0.001992176236190336,0.000961851311640706,0.0015968234757225957,0.0013911450282834974,0.0013992649191829918,0.0015851874472619374,0.0022576093022604964,0.0014998490567038787,0.0022558764991894307,0.00044990214261871547,0.0017752715970891849,0.001261025437931729,0.0016683763806502876,0.0015499174407995959,0.0019660524228051523,0.0014499890272419863,0.002752737366388417,0.0,0.0021536209753237044,0.0013587491091674178,0.0020971349898581244,0.0017113713244735708,0.0021060302549660197,0.00181862632352354,0.0022629851210129205
1,0.005596200543846544,0.004531655168595749,0.0035243438193468955,0.00536808383935973,0.0019590047478237156,0.0034254437095070154,0.0025522033115264117,0.0035838000971253176,0.0033359263342992622,0.0037615459038361438,0.001883752872332258,0.002674978820962442,0.0015717139364848209,0.002565785003762263,0.0020573798600248693,0.0026846019638894804,0.0026199227081227672,0.0027060267303892437,0.0015569563482774919,0.002844888578817839,0.0014704461329584616,0.001899871653073274,0.001795358683209433,0.0012603870546910236,0.0021361871871535903,0.0,0.0012777225115015516,0.0029114251460937383,0.0014226345487768546,0.0021141360130876655,0.001884601685599483,0.0020361300676047544,0.002311884684014372,0.002612279122621383,0.0008652266049427668,0.003348502300154734,0.001149054688154739,0.003076608615837761,0.0018365842535289965,0.0031403899478276965,0.002953737519068452,0.0039002710325844792
10,0.0,0.004735906288535038,0.0017409098225527712,0.004559245176999217,0.0021630838156282924,0.0032478087970367626,0.0024040883958567657,0.003056986657986099,0.0032698520237872818,0.003348190345954792,0.002821294613653266,0.0023510482458573108,0.0024984714330267927,0.0016332504419526827,0.0025274248380964827,0.0009358718434686868,0.002747831767312391,0.0,0.003199615769986925,0.0026559202394918677,0.00235716867909074,0.0031185869120403443,0.002577365821185657,0.003541898431136938,0.004613218266838096,0.004518628563531128,0.0026412119056451167,0.0030760837638016828,0.0024193535077704645,0.004076370298327715,0.003649077827755259,0.004182422114269949,0.005238142727621558,0.005762247151889727,0.002599096332485628,0.003784531418762358,0.0021068414043334672,0.0043851861310629835,0.0025848928881884135,0.00379005868725203,0.0036442900281736497,0.0043773965395227194
11,0.0,0.0032430215233967452,0.0017593202534756905,0.003419188475270003,0.001744877529830219,0.002722957415611081,0.0018532739149884094,0.0030499700931064366,0.002086277435963158,0.003862808841985605,0.002628993684120546,0.0017844804243107538,0.0024607650818135106,0.0012398626999508067,0.002067643693902094,0.0009897088993776836,0.0023387787536085967,0.0,0.002716873511734725,0.001761526802116448,0.002053399933588483,0.003349291648287404,0.0016376947673807287,0.0030150978147936865,0.001692519997344284,0.003164752042499769,0.0023431655486376235,0.0021293507121839107,0.0020581635523486985,0.004077539939191159,0.001754815477747389,0.003273898477025237,0.0019521031517867363,0.003289793893961704,0.0029811454664080425,0.0036044969981563076,0.002680804329219607,0.004943371742984272,0.0021665060105365446,0.004445312467726191,0.0022490743265600327,0.004205969658240062
12,0.0014858917685890891,0.004001201110344314,0.0016028292141228519,0.005114893831054379,0.0017715340633692042,0.005126513890663807,0.0034335864967226337,0.0066575091186672685,0.007029867806447823,0.009649968816497791,0.001534346956908955,0.00408862209744891,0.001355182052876402,0.0025274888866846108,0.0023636105500282638,0.005222947587458787,0.0031587351585698935,0.005277753340490689,0.0008461584665269169,0.003904544689801055,0.001062947985707699,0.0003008066491070694,0.0018483660282597853,0.001790496895812652,0.0019198762305087506,0.0016913026572576786,0.00046596256400509745,0.004088456867238841,0.001512231915423449,0.0022073022089945673,0.0020925811235845753,0.002584723939794105,0.0018394178211784522,0.003127244173860981,0.0,0.004469094544965001,0.0018154897900090978,0.0026189576794214816,0.0020339783348982936,0.0023306072332061846,0.0016164180282737819,0.0030983848296112205
13,0.001876055030467976,0.0024552195533607624,0.002451224369053255,0.002615996461066571,0.0018034079152092744,0.00378781824022201,0.0028300094889608016,0.004223262766977617,0.0027151368250865355,0.004355010787253341,0.001461820651217447,0.0027431870375630727,0.0014407878076255233,0.001476186728968297,0.001510449421221922,0.0019137258052017393,0.0018064257020433717,0.0025187983899201205,0.0009419609116534323,0.002477545341398294,0.0014874766853127015,0.0,0.001885804203029068,0.002206126490507599,0.0020448257390310314,0.0015880020451817065,0.0005025895799152431,0.0022101562502037913,0.0011588835805577211,0.0019309426952442278,0.001569161857915272,0.00220735710662601,0.0014971911532745852,0.002146079560925982,0.0,0.002231089312754517,0.0011653701243013093,0.0028489549210409665,0.0014285832005934977,0.0019087804097551952,0.0014408599530200599,0.0024236278396087673
14,0.0,0.004375053290115742,0.001893747932190286,0.001978272209695733,0.0019792944165712124,0.0020249602171659156,0.0023939895910637028,0.00170979690970293,0.0023107261324775905,0.002060421368677427,0.003098634422043361,0.004008374295511629,0.0029021947518551574,0.005172141186002851,0.0025103526157721776,0.004492190822442863,0.0030816024090899938,0.004710502035358034,0.0033519247874671566,0.0028193380492979054,0.0032924854339698496,0.004425278992894015,0.0032900267749911153,0.0043960163719867764,0.0035925133430084757,0.004730043258988621,0.0031343735063220136,0.002125095097130164,0.00385098073531617,0.0034312494804141784,0.0036099164186947914,0.00471836364335074,0.0031916971382884834,0.0056098019937605255,0.0030681616060887333,0.0035056944492350113,0.0046029543060100726,0.0,0.00481336352883601,0.0028914653423246484,0.004380783480147675,0.0050164410172474205
15,0.0007640699038870661,0.0034765819767800955,0.0026144498806948296,0.002236901568533856,0.003360174973422923,0.002705790626098016,0.003912005878778527,0.0029592943630263983,0.004298562093070124,0.0030421835886988075,0.003300775619206809,0.0026353633067386227,0.004087674667944312,0.001126697363075043,0.004488460775985461,0.0007133298065807145,0.00463873306201425,0.0,0.0034260999408217935,0.002282790472293828,0.004168239500251562,0.004027020952879997,0.0037488517567470033,0.004313647617813704,0.003884046512144231,0.004416580488161291,0.003717066292733405,0.0025574979179422536,0.004042942727608137,0.003927774622474358,0.0039207861760316215,0.003834262933052614,0.0039936997542580075,0.005089897390083689,0.004294644896043599,0.003158145514465498,0.004415877912464841,0.004632838216175796,0.004452198690399491,0.004564543949922013,0.004775487992497551,0.006262094524803146
16,0.016658800921973554,0.05091690685835574,0.02637085403501719,0.041436935378805634,0.03101596474648724,0.02613647847149797,0.026722158526139225,0.013954367308950277,0.025860609035708013,0.012790431436816083,0.01395379253055711,0.0004380577371104808,0.009630393256139612,0.013057865598231577,0.005476487157336699,0.022115542085033055,0.0035657583811823726,0.028665426355308235,0.020643986341762045,0.00917221253996197,0.01880015244273148,0.01999343141505467,0.02356513812886962,0.01517983384334505,0.03292278852993702,0.018247894645826608,0.02901243842044841,0.01795633610611651,0.024096013721799092,0.026529559326513345,0.02913694493696809,0.023731735587324082,0.036667467947549166,0.01876174051387665,0.033528225096706894,0.024998625626617588,0.02793427666866933,0.030585413322397587,0.030159518633439804,0.025276242535101474,0.03466450923925189,0.01877302535615126
17,0.0021128837839108233,0.009891271286745934,0.002347036537281477,0.005598201379844644,0.0027622146562226893,0.00581947431773723,0.003056521938430626,0.0062977084012823,0.003463549714147758,0.005520114804401162,0.0015230158477600993,0.0037078704208793963,0.0024643938990342048,0.0031371356670119154,0.0032966054675838026,0.003227617175531232,0.003957944339650425,0.0037585952171425917,0.0009952126178354617,0.003312597976874646,0.0024030738682903206,0.0024183325212176598,0.002713553326700702,0.001536320500183149,0.0024138194550884385,0.0,0.0006649879636136472,0.0033915886833273804,0.0015328102112316991,0.0027802456792147606,0.0019146481134827093,0.004577752768313535,0.00259638498995159,0.005998300695817671,0.0,0.004238171304808751,0.002058284582974572,0.004038027417732586,0.0018836273834412151,0.004684655741997892,0.002288858727894691,0.005116648260132252
