label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.06025449559092522,0.3754227149486542,0.16319913610816003,0.3304079681634903,0.2342784683406353,0.21334893822669984,0.2560084612667561,0.0966425409913063,0.2659236930310726,0.0074595558643341065,0.18996676042675972,0.09652831584215164,0.2129570908844471,3.087520599365234e-07,0.19899651810526847,0.10283627837896347,0.18301271602511407,0.1493501091003418,0.1298168769478798,0.088787861764431,0.14905501022934914,0.0035476693511009216,0.1427980788052082,0.13011000335216522,0.13019233345985412,0.16172224938869476,0.06770501509308816,0.0963001936674118,0.08358305022120475,0.01305331826210022,0.08871562048792839,0.1404927745461464,0.08081327766180038,0.17792826890945435,0.0,0.11264871776103974,0.022641384452581407,0.046106234192848206,0.037678588181734085,0.1348767724633217,0.03330748990178108,0.17235288500785828
1,0.060959178432822225,0.6421756193041801,0.15704818926751613,0.5881421729922295,0.20543825350701808,0.4494446131587029,0.16323751650750637,0.34384259015321733,0.08630623549222946,0.33693029612302783,0.17452505461871623,0.3170097109675407,0.1888799510151148,0.18653929680585862,0.18971956811845303,0.10440590739250183,0.1847896169871092,0.03448161870241165,0.11647294066846371,0.30084002763032913,0.12937294118106366,0.16446075081825257,0.13697130389511586,0.07247094929218292,0.13827197201550007,0.0,0.061534035354852676,0.31223484307527544,0.06914331384003163,0.18233015328645708,0.08619111940264702,0.09773628234863281,0.09589164979755878,0.031511055529117586,0.00048819273710250856,0.3405236402153969,0.0010600550472736358,0.23197335869073868,0.009589401856064796,0.16100785434246062,0.018065997660160066,0.09749277651309968
10,0.0,0.4985961467027664,0.08618724256753922,0.41464455902576447,0.1290428841114044,0.31887978196144107,0.16526085913181304,0.25229345679283144,0.20316086441278458,0.2012582862377167,0.04655021667480469,0.20119955599308015,0.07856504231691361,0.11307120144367218,0.09195748269557953,0.05305768460035324,0.10054924637079239,0.0,0.02089732527732849,0.20272455215454102,0.12722853124141692,0.15642962455749512,0.18641406208276748,0.20353608191013337,0.21421046167612076,0.23927324652671814,0.007275398969650269,0.21772745013237,0.11832665592432022,0.20564212799072265,0.1118098732829094,0.28916625678539276,0.07937065482139588,0.324424968957901,0.009989937543869018,0.24213321447372438,0.10039643615484238,0.23852773547172545,0.09268289804458618,0.29441889107227326,0.05968955397605896,0.3144300389289856
11,0.0,0.4727985370159149,0.09089558675885201,0.4170194751024246,0.13707502111792563,0.35207911908626555,0.18860711440443992,0.3171602368354797,0.2399260075390339,0.30949570655822756,0.04781557098031044,0.19868083506822587,0.08339707002043724,0.11753188848495483,0.10487832561135292,0.057192351520061496,0.11877954587340354,0.0,0.030991548150777818,0.19750360548496246,0.13597257897257806,0.18672008961439132,0.1289441229403019,0.2716484934091568,0.08921422317624092,0.2920187646150589,0.025104899555444718,0.20675482332706452,0.12833547815680504,0.2050759381055832,0.11701977834105491,0.28703948378562927,0.07855660125613212,0.2920699268579483,0.029512095302343368,0.22186270356178284,0.11427015855908394,0.2292807549238205,0.10312365934252739,0.28770530223846436,0.06563375398516655,0.29501446068286896
12,0.03937592387199402,0.32184538573026655,0.12251166820526123,0.2880987152457237,0.17696725249290465,0.19682764321565627,0.1684575992822647,0.12259241729974747,0.1367463144659996,0.08110022693872451,0.1612582039833069,0.0976404756307602,0.197970911860466,0.027269946038722993,0.1838936060667038,0.09123208343982697,0.1624890923500061,0.14786121428012847,0.11180401802062988,0.07673415213823319,0.1433144387602806,6.905585527420044e-05,0.13169481337070466,0.09798777610063553,0.11749750912189484,0.16175716936588289,0.05857462406158447,0.06970651477575301,0.08262827634811401,0.0034526318311691286,0.0793472495675087,0.10811233311891556,0.06858682245016098,0.16733001828193664,0.0,0.07613047778606415,0.027883224785327912,0.030614655017852783,0.033573489487171176,0.10231642365455627,0.02744109719991684,0.14390426844358445
13,0.03772639125585556,0.3205998808145523,0.11613752782344818,0.2872575116157532,0.16147363156080247,0.1910182911157608,0.13058972388505935,0.10210442006587982,0.09387795716524124,0.0390025720000267,0.15309256047010422,0.11247804462909698,0.19176926612854003,0.04596797645092011,0.1744763332605362,0.11374031633138657,0.1511725029349327,0.16381443530321121,0.1038904383778572,0.09081234037876129,0.14016649514436721,0.0,0.13258724689483642,0.08649856507778168,0.11975360453128815,0.14008885264396667,0.051301555037498475,0.09018264144659043,0.07725606828927994,0.06919470250606537,0.07462909549474717,0.16508426606655122,0.06487605214118958,0.1943369710445404,0.0,0.10192125260829926,0.030386951863765718,0.09725024431943893,0.036551517248153684,0.16118241250514984,0.028389266431331633,0.1715286022424698
14,0.0,0.3152463760972023,0.08843271046876908,0.2895866081118584,0.13019571363925933,0.25758004158735276,0.17357030481100083,0.22861867636442185,0.19756720185279847,0.17058592945337295,0.06108807891607285,0.13433023184537887,0.11645175158977508,0.09269242733716965,0.1576678240299225,0.11719324558973312,0.17233631998300553,0.1511878165602684,0.05192212432622909,0.11024937897920609,0.11837865084409714,0.050041513442993166,0.16500558376312255,0.07944269835948944,0.18138032406568527,0.13301917642354966,0.04520676583051682,0.08880117267370224,0.10892448037862777,0.02049102246761322,0.1575074326992035,0.053880194127559664,0.17357758909463883,0.10465712279081345,0.0417969211935997,0.07700384736061096,0.0925765123963356,0.0,0.13776792109012603,0.009989682734012604,0.16619049549102782,0.04545434594154358
15,0.0002378128468990326,0.2855412250757217,0.07447085089981556,0.2728645807504654,0.13145201303064824,0.22754660487174988,0.1709783250838518,0.1898810398578644,0.21166101910173893,0.15239790678024293,0.10871360994875431,0.04835489064455032,0.1886504540592432,0.03638767838478088,0.2411274016648531,0.01807354301214218,0.28779084332287314,0.0,0.06939915262162685,0.025794908702373505,0.15593259193003178,0.09813254237174988,0.14980998076498508,0.1997295331954956,0.13407462097704412,0.26228918254375455,0.03483679883182049,0.04486903965473175,0.11427329950034619,0.14984411180019377,0.09625896833837032,0.23077959775924684,0.07406530268490315,0.2650643467903137,0.006019790396094322,0.08733352363109588,0.07259296424686909,0.16535836279392244,0.06413723729550838,0.21797411143779755,0.04409566573798657,0.23265124917030333
16,0.14261327534914017,0.19260143890976905,0.187886126935482,0.18298164620995522,0.19894149631261826,0.18502049580216406,0.17469053864479064,0.23234279707074165,0.15770164921879767,0.2805577073991299,0.13383222982287407,6.226599216461182e-05,0.08050173714756965,0.07126170471310615,0.03709602147340774,0.14211717501282692,0.0008509230613708497,0.1972082583606243,0.08770257756114005,0.022927601337432862,0.052410700023174286,0.13154596492648124,0.06376027494668961,0.17550597265362738,0.07119011268019676,0.19997175469994544,0.05819604098796845,0.06527288511395454,0.04776352852582932,0.17824624851346016,0.08314860388636588,0.20304289653897287,0.1080953960120678,0.2096509136259556,0.04135692670941353,0.11251205578446388,0.037943624779582026,0.1819253022968769,0.05829503610730171,0.20794913455843925,0.07468010783195496,0.21582943126559256
17,0.10097948417067527,0.5707933813333511,0.1613067691028118,0.5056470823287964,0.17072807088494302,0.38039701342582705,0.13311283841729163,0.2868652904033661,0.07568429842591286,0.24597439885139466,0.13874784395098685,0.28060980439186095,0.13223992452025413,0.15923614501953126,0.12149306610226632,0.086762954890728,0.1088962908089161,0.022802505791187287,0.09377922043204308,0.28344372391700745,0.0989536391198635,0.15483953297138214,0.10416528031229973,0.06949116617441177,0.1023577319085598,0.0,0.04716304585337639,0.3120339274406433,0.04781593158841133,0.23061550438404083,0.07943602561950684,0.3008062505722046,0.09493777468800545,0.36528144776821136,0.0,0.35367917239665986,0.007164429575204849,0.27568975508213045,0.03969490349292755,0.31591614842414856,0.05856412649154663,0.3678095316886902
18,0.06803081281483174,0.29714140117168425,0.13807915680110455,0.2398097562789917,0.1782051035016775,0.1381021970510483,0.15727444879710675,0.04161478638648987,0.10444249860942363,0.00035321474075317383,0.14250342153012752,0.07864719569683075,0.16819660000503064,0.01661530911922455,0.16463215850293636,0.08657263457775116,0.14906578473746776,0.10619144380092621,0.09638832069933415,0.07502615988254548,0.11613971062004566,0.0036156797409057618,0.12177919842302799,0.09930564880371094,0.10728875480592251,0.11759762823581696,0.05115262962877751,0.08574358820915222,0.07099225543439389,0.024265782833099367,0.08641917027533054,0.12585621297359467,0.07155266486108303,0.14984683573246002,0.0,0.10373925507068633,0.030318938866257666,0.06561708569526672,0.04832669101655483,0.1311045652627945,0.03565067283809185,0.14781346559524536
19,0.10866626277565956,0.433563232421875,0.17172872245311738,0.3027753889560699,0.1815922337770462,0.17402430653572082,0.17833923697471618,0.08208777964115142,0.17827261477708817,0.0010824787616729736,0.06425440534949303,0.08583666771650314,0.15954643309116365,0.032494520545005796,0.22271625995635985,0.048091494143009186,0.27140008717775344,0.06918619722127914,0.027894086241722106,0.10618298709392547,0.15113258719444275,0.08347644776105881,0.16673404783010481,0.18310843408107758,0.1560974398255348,0.24532792031764983,0.007835425436496735,0.1438753843307495,0.13491648375988008,0.12996897995471954,0.14358365386724473,0.22463649034500122,0.12699329286813735,0.2741425031423569,1.0191649198532105e-05,0.1913451337814331,0.10026906564831733,0.17189414143562318,0.11263650178909301,0.2349800330400467,0.09504186421632767,0.26835583984851835
